Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Dichoepipsocus								Dichoepipsocus thimphuensis	(New, 1978)	Dichoepipsocus thimphuensis; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Dichoepipsocus								Dichoepipsocus dictyodromus	Li, 2002	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Dicropsocus								Dicropsocus complexus	Smithers & Thornton, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Dicropsocus								Dicropsocus montanus	Smithers & Thornton, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Dicropsocus								Dicropsocus rugosus	Smithers & Thornton, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis angolensis	(Badonnel, 1955)	Epipsocopsis angolensis; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis apicalis	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis basalis	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis cameronensis	New & Lee, 1991	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis cincta	Badonnel, 1969	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis completa	(Banks, 1916)	Epipsocopsis completus; Epipsocopsis completa; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis conspersa	(Banks, 1914)	Epipsocopsis conspersus; Epipsocopsis conspersa; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis costalis	(Banks, 1914)	Epipsocopsis costalis; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis delicata	(Hagen, 1859)	Epipsocopsis delicatus; Epipsocopsis delicata; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis dubia	(Karny, 1925)	Epipsocopsis dubius; Epipsocopsis dubia; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis dugani	Baz, 1990	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis fasciata	Smithers & Thornton, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis formosa	(Li, 1992)	Epipsocopsis formosus; Epipsocopsis formosa; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis fumipennis	(Banks, 1920)	Epipsocopsis fumipennis; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis greeni	New, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis hakgalensis	(New, 1977)	Epipsocopsis hakgalensis; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis hyalina	(Banks, 1920)	Epipsocopsis hyalinus; Epipsocopsis hyalina; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis longiceps	(Enderlein, 1926)	Epipsocopsis longiceps; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis machadoi	Badonnel, 1955	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis maclurei	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis macrostigma	Smithers & Thornton, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis maculata	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis magna	(New & Thornton, 1976)	Epipsocopsis magnus (New & Thornton, 1976); Epipsocopsis magna; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis mouldsi	Smithers, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis murca	(Enderlein, 1903)	Epipsocopsis murcus; Epipsocopsis murca; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis murphyi	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis nebulifera	Smithers & Thornton, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis nubilipennis	(Karny, 1925)	Epipsocopsis nubilipennis; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis obuduensis	New, 1973	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis paraselena	Cole, New & Thornton, 1989	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis peradenayensis	New, 1977	Epipsocopsis peradenayense; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis prominens	(Banks, 1937)	Epipsocopsis prominens; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis punctata	Smithers & Thornton, 1977	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis sclerota	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis selena	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis setosa	New & Thornton, 1976	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis singaporensis	New & Thornton, 1976	Epipsocopsis singaporense New & Thornton, 1976; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis spatulata	Smithers, 1964	Epipsocopsis spatulatus; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis stuckenbergi	Smithers, 1957	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis taprobanensis	(New, 1977)	Epipsocopsis taprobanensis; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis thailandensis	New, 1973	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis truncatula	Badonnel, 1967	Epipsocopsis truncatulus; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis vilhenai	Badonnel, 1955	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis corollifer	Li, 2002	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocopsis								Epipsocopsis serpentina	Li, 2002	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus acanthus	New, 1980	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus africanus	Smithers, 1999	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus argentinus	Badonnel, 1962	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus argutus	New, 1980	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus atratus	New, 1980	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus avus	(Roesler, 1943)	Epipsocus ciliatus; Epipsocus avus; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus badonneli	Mockford, 1991	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus beguiristaini	Williner, 1949	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus blandus	New & Thornton, 1988	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus borgmeieri	Karny, 1926	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus fasciicornis	Okamoto, 1910	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus foliatus	Mockford, 1991	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus fuscareolatus	New, 1980	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus hageni	Banks, 1937	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus latistigma	Roesler, 1940	
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus maculithorax	New, 1980	
